,entity_id,entity_type,time_index,fiware_servicepath,__original_ngsi_entity__,weight_id,angular_coefficient_c1,angular_coefficient_c2,angular_coefficient_c3,angular_coefficient_c4,angular_coefficient_c5,angular_coefficient_c6,angular_coefficient_c7,angular_coefficient_c8,external_power_c1,external_power_c2,external_power_c3,external_power_c4,external_power_c5,external_power_c6,external_power_c7,external_power_c8,firmware_c1,firmware_c2,firmware_c3,firmware_c4,firmware_c5,firmware_c6,firmware_c7,firmware_c8,point_c1,point_c2,point_c3,point_c4,point_c5,point_c6,point_c7,point_c8,serialn_c1,serialn_c2,serialn_c3,serialn_c4,serialn_c5,serialn_c6,serialn_c7,serialn_c8,temperature_c1,temperature_c2,temperature_c3,temperature_c4,temperature_c5,temperature_c6,temperature_c7,temperature_c8,weight_c1,weight_c2,weight_c3,weight_c4,weight_c5,weight_c6,weight_c7,weight_c8,voltage_c1,voltage_c2,voltage_c3,voltage_c4,voltage_c5,voltage_c6,voltage_c7,voltage_c8,datetime,total_weight
1057,urn:ngsi-v2:DSX:002,DSX,1647339807608,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15188,4","16333,0","22448,8","21393,5","15059,6","10151,6","4094,8","6041,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",91,57,827,720,1028,792,27,19,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:23:27.608,3561
638,urn:ngsi-v2:DSX:002,DSX,1647339811602,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15219,5","16353,3","22196,0","21597,6","15093,4","10176,1","4092,4","6050,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",97,61,782,755,1034,796,27,21,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:23:31.602,3573
209,urn:ngsi-v2:DSX:002,DSX,1647339815037,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15226,4","16348,5","22209,5","21644,7","15115,1","10172,8","4094,1","6049,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",98,60,785,764,1038,795,27,21,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:23:35.037,3588
641,urn:ngsi-v2:DSX:002,DSX,1647339818421,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15219,5","16340,8","22188,3","21648,2","15130,8","10185,3","4094,2","6049,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",97,59,781,764,1040,798,27,21,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:23:38.421,3587
1055,urn:ngsi-v2:DSX:002,DSX,1647339822269,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15204,0","16340,6","22180,5","21636,1","15108,3","10180,3","4091,9","6048,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",94,59,779,762,1036,797,27,21,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:23:42.269,3575
210,urn:ngsi-v2:DSX:002,DSX,1647339825900,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15215,3","16349,4","22192,6","21614,5","15109,6","10173,2","4093,4","6045,7",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",96,60,782,758,1037,795,27,20,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:23:45.900,3575
213,urn:ngsi-v2:DSX:002,DSX,1647339829557,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15214,9","16343,8","22189,6","21624,7","15115,9","10185,5","4091,0","6047,7",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",96,59,781,760,1038,798,27,20,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:23:49.557,3579
215,urn:ngsi-v2:DSX:002,DSX,1647339833216,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15217,5","16348,1","22187,0","21634,4","15100,7","10180,5","4087,8","6046,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",96,60,781,762,1035,797,26,20,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:23:53.216,3577
499,urn:ngsi-v2:DSX:002,DSX,1647339836798,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15215,5","16341,2","22184,4","21631,3","15104,4","10179,2","4086,4","6044,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",96,59,780,761,1036,797,26,20,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:23:56.798,3575
212,urn:ngsi-v2:DSX:002,DSX,1647339840363,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15218,2","16343,0","22159,0","21622,9","15098,7","10196,3","4095,1","6044,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",96,59,776,760,1035,799,28,20,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:24:00.363,3573
635,urn:ngsi-v2:DSX:002,DSX,1647339844518,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15212,9","16347,0","22188,1","21634,6","15108,3","10169,7","4094,2","6043,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",95,60,781,762,1036,795,27,20,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:24:04.518,3576
636,urn:ngsi-v2:DSX:002,DSX,1647339847642,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15218,5","16341,2","22174,1","21639,2","15130,8","10177,7","4090,6","6045,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",96,59,778,763,1040,796,27,20,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:24:07.642,3579
216,urn:ngsi-v2:DSX:002,DSX,1647339851194,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15216,5","16345,4","22187,7","21627,5","15109,2","10184,5","4094,9","6048,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",96,59,781,761,1037,797,27,21,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:24:11.194,3579
1053,urn:ngsi-v2:DSX:002,DSX,1647339854744,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15217,3","16342,3","22184,5","21629,7","15115,9","10182,0","4094,7","6049,4",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",96,59,780,761,1038,797,27,21,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:24:14.744,3579
776,urn:ngsi-v2:DSX:002,DSX,1647339858608,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15222,8","16347,6","22196,8","21652,8","15113,6","10185,4","4093,2","6046,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",97,60,782,765,1037,798,27,20,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:24:18.608,3586
1054,urn:ngsi-v2:DSX:002,DSX,1647339862114,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15219,2","16348,4","22190,0","21644,2","15106,4","10181,8","4092,6","6045,7",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",97,60,781,764,1036,797,27,20,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:24:22.114,3582
777,urn:ngsi-v2:DSX:002,DSX,1647339865852,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15214,6","16340,9","22178,4","21649,6","15329,3","10259,0","3979,6","5935,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",96,59,779,765,1075,811,7,1,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:24:25.852,3593
217,urn:ngsi-v2:DSX:002,DSX,1647339870256,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"15870,2","20091,1","21126,6","21659,8","9169,4","5592,6","3997,0","5944,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",211,717,595,766,-6,-8,10,2,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:24:30.256,2287
1058,urn:ngsi-v2:DSX:002,DSX,1647339874904,/,,60dfd17e-aa01-40e8-a133-3b84cd176dcc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14679,8","15866,5","17630,6","17353,5","9220,9","5640,7","3974,9","5952,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,0","8,5","7,8","8,0","9,0","8,7","8,3","8,7",2,-25,-19,11,3,0,6,4,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:24:34.904,-18
496,urn:ngsi-v2:DSX:002,DSX,1647340642525,/,,a20b1933-62a8-4ad9-93a6-a9cb80636fc5,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"18159,2","19842,4","21687,1","23926,7","10254,2","8197,1","3961,6","5938,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,3","8,8","8,2","8,4","9,4","9,1","8,6","9,1",612,673,693,1164,185,449,4,1,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:37:22.525,3781
75,urn:ngsi-v2:DSX:002,DSX,1647340646463,/,,a20b1933-62a8-4ad9-93a6-a9cb80636fc5,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14691,2","15963,7","18343,5","17877,1","13267,7","11902,1","5580,2","8520,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,3","8,8","8,2","8,4","9,4","9,1","8,6","9,1",4,-8,106,103,713,1099,288,454,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:37:26.463,2759
775,urn:ngsi-v2:DSX:002,DSX,1647340649580,/,,a20b1933-62a8-4ad9-93a6-a9cb80636fc5,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14867,4","16017,0","17563,8","17342,7","13328,0","12113,2","5632,3","8354,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,3","8,8","8,2","8,4","9,4","9,1","8,6","9,1",35,2,-30,9,724,1136,297,425,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:37:29.580,2598
770,urn:ngsi-v2:DSX:002,DSX,1647340653441,/,,a20b1933-62a8-4ad9-93a6-a9cb80636fc5,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14811,4","15995,7","17610,3","17379,2","13367,5","11843,4","5572,9","8347,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,3","8,8","8,2","8,4","9,4","9,1","8,6","9,1",25,-2,-22,15,731,1088,287,424,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:37:33.441,2546
494,urn:ngsi-v2:DSX:002,DSX,1647340657887,/,,a20b1933-62a8-4ad9-93a6-a9cb80636fc5,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14774,5","15989,8","17649,4","17404,1","13366,7","11823,2","5574,5","8348,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,3","8,8","8,2","8,4","9,4","9,1","8,6","9,1",18,-3,-15,20,731,1085,287,424,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:37:37.887,2547
772,urn:ngsi-v2:DSX:002,DSX,1647340662610,/,,a20b1933-62a8-4ad9-93a6-a9cb80636fc5,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14744,2","15978,0","17670,6","17405,1","13379,2","11816,1","5573,9","8353,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,3","8,8","8,2","8,4","9,4","9,1","8,6","9,1",13,-5,-12,20,733,1084,287,425,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:37:42.610,2545
76,urn:ngsi-v2:DSX:002,DSX,1647340666115,/,,a20b1933-62a8-4ad9-93a6-a9cb80636fc5,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14749,0","15982,1","17669,5","17405,0","13380,7","11811,4","5575,2","8348,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,3","8,8","8,2","8,4","9,4","9,1","8,6","9,1",14,-4,-12,20,733,1083,287,424,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:37:46.115,2545
73,urn:ngsi-v2:DSX:002,DSX,1647340669599,/,,a20b1933-62a8-4ad9-93a6-a9cb80636fc5,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14754,0","15981,9","17669,8","17402,7","13373,6","11816,2","5575,5","8350,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"9,3","8,8","8,2","8,4","9,4","9,1","8,6","9,1",15,-4,-12,19,732,1084,287,424,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 10:37:49.599,2545
