,entity_id,entity_type,time_index,fiware_servicepath,__original_ngsi_entity__,weight_id,angular_coefficient_c1,angular_coefficient_c2,angular_coefficient_c3,angular_coefficient_c4,angular_coefficient_c5,angular_coefficient_c6,angular_coefficient_c7,angular_coefficient_c8,external_power_c1,external_power_c2,external_power_c3,external_power_c4,external_power_c5,external_power_c6,external_power_c7,external_power_c8,firmware_c1,firmware_c2,firmware_c3,firmware_c4,firmware_c5,firmware_c6,firmware_c7,firmware_c8,point_c1,point_c2,point_c3,point_c4,point_c5,point_c6,point_c7,point_c8,serialn_c1,serialn_c2,serialn_c3,serialn_c4,serialn_c5,serialn_c6,serialn_c7,serialn_c8,temperature_c1,temperature_c2,temperature_c3,temperature_c4,temperature_c5,temperature_c6,temperature_c7,temperature_c8,weight_c1,weight_c2,weight_c3,weight_c4,weight_c5,weight_c6,weight_c7,weight_c8,voltage_c1,voltage_c2,voltage_c3,voltage_c4,voltage_c5,voltage_c6,voltage_c7,voltage_c8,datetime,total_weight
1038,urn:ngsi-v2:DSX:002,DSX,1647336084563,/,,34c9fea7-42e2-4173-92a5-3eb70d3a22b2,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14714,8","16004,4","17650,9","17289,3","9240,3","5637,8","3956,8","5946,9",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,8","7,0","7,3","8,2","8,0","7,8","8,2",8,0,-15,0,7,0,3,3,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:21:24.563,6
180,urn:ngsi-v2:DSX:002,DSX,1647336088297,/,,34c9fea7-42e2-4173-92a5-3eb70d3a22b2,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14720,9","16001,8","17649,8","17290,2","9241,6","5639,6","3958,4","5945,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,8","7,0","7,3","8,2","8,0","7,8","8,2",9,-1,-15,0,7,0,4,2,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:21:28.297,6
471,urn:ngsi-v2:DSX:002,DSX,1647336092046,/,,34c9fea7-42e2-4173-92a5-3eb70d3a22b2,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14713,5","16005,2","17651,4","17291,2","9238,9","5637,0","3958,3","5946,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,8","7,0","7,3","8,2","8,0","7,8","8,2",8,0,-15,0,7,0,4,3,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:21:32.046,7
1037,urn:ngsi-v2:DSX:002,DSX,1647336096015,/,,34c9fea7-42e2-4173-92a5-3eb70d3a22b2,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14718,0","16007,6","17654,0","17291,6","9241,9","5630,4","3958,4","5945,7",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,8","7,0","7,3","8,2","8,0","7,8","8,2",9,0,-15,0,7,-2,4,2,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:21:36.015,5
1034,urn:ngsi-v2:DSX:002,DSX,1647336099463,/,,34c9fea7-42e2-4173-92a5-3eb70d3a22b2,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14717,4","16002,9","17652,4","17287,7","9243,3","5642,2","3961,0","5944,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,8","7,0","7,3","8,2","8,0","7,8","8,2",8,-1,-15,-1,7,1,4,2,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:21:39.463,5
474,urn:ngsi-v2:DSX:002,DSX,1647336115847,/,,38e4da9e-0edc-4da7-b18d-e64584d5a732,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14718,3","16000,2","17656,3","17290,1","9238,2","5640,5","3962,1","5945,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,8","7,0","7,3","8,2","8,0","7,8","8,2",9,-1,-14,0,7,0,4,2,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:21:55.847,7
473,urn:ngsi-v2:DSX:002,DSX,1647336119452,/,,38e4da9e-0edc-4da7-b18d-e64584d5a732,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14716,1","16003,8","17654,3","17291,9","9234,1","5638,9","3957,2","5944,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,8","7,0","7,3","8,2","8,0","7,8","8,2",8,0,-15,0,6,0,3,2,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:21:59.452,4
179,urn:ngsi-v2:DSX:002,DSX,1647336124024,/,,38e4da9e-0edc-4da7-b18d-e64584d5a732,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14719,5","16007,4","17650,1","17290,9","9236,2","5632,1","3958,5","5945,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,2","7,8","7,0","7,3","8,2","8,0","7,8","8,2",9,0,-15,0,6,-1,4,2,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:22:04.024,5
611,urn:ngsi-v2:DSX:002,DSX,1647336604976,/,,a4b5f83e-805b-42b4-bdfe-95e4a84245d6,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14720,4","16000,6","17645,2","17285,0","9237,6","5630,2","3964,1","5950,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,3","7,9","7,1","7,4","8,3","8,1","7,8","8,2",9,-1,-16,-1,6,-2,5,3,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:30:04.976,3
51,urn:ngsi-v2:DSX:002,DSX,1647336608855,/,,a4b5f83e-805b-42b4-bdfe-95e4a84245d6,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14720,0","16003,3","17646,1","17287,2","9234,3","5632,1","3960,8","5948,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,3","7,9","7,1","7,4","8,3","8,1","7,8","8,2",9,0,-16,-1,6,-1,4,3,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:30:08.855,4
472,urn:ngsi-v2:DSX:002,DSX,1647336792019,/,,fc98ba44-0ca7-4472-a95a-98e069803ffc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14722,5","16004,1","17643,5","17289,5","9241,9","5635,5","3964,5","5951,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,4","7,9","7,1","7,4","8,3","8,2","7,9","8,3",9,0,-16,0,7,-1,5,4,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:33:12.019,8
53,urn:ngsi-v2:DSX:002,DSX,1647336795238,/,,fc98ba44-0ca7-4472-a95a-98e069803ffc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14721,1","16005,5","17640,5","17288,3","9240,7","5634,0","3963,2","5951,3",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,4","7,9","7,1","7,4","8,3","8,2","7,9","8,3",9,0,-17,0,7,-1,4,4,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:33:15.238,6
470,urn:ngsi-v2:DSX:002,DSX,1647336799070,/,,fc98ba44-0ca7-4472-a95a-98e069803ffc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14719,5","15999,6","17640,7","17286,2","9232,5","5633,0","3959,3","5952,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,4","7,9","7,1","7,4","8,3","8,2","7,9","8,3",9,-1,-17,-1,5,-1,4,4,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:33:19.070,2
339,urn:ngsi-v2:DSX:002,DSX,1647336804249,/,,fc98ba44-0ca7-4472-a95a-98e069803ffc,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14721,4","16000,9","17640,1","17286,1","9236,6","5638,1","3963,2","5950,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,4","7,9","7,1","7,4","8,3","8,2","7,9","8,3",9,-1,-17,-1,6,0,4,3,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:33:24.249,3
610,urn:ngsi-v2:DSX:002,DSX,1647336884849,/,,8425658c-ea82-4d93-a9f9-395f225c2e5f,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14725,5","16004,0","17640,6","17286,7","9236,6","5637,3","3962,9","5949,5",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,4","7,9","7,1","7,5","8,3","8,2","7,9","8,3",10,0,-17,-1,6,0,4,3,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:34:44.849,5
338,urn:ngsi-v2:DSX:002,DSX,1647336889237,/,,8425658c-ea82-4d93-a9f9-395f225c2e5f,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14724,2","16008,4","17639,8","17288,0","9238,5","5640,5","3962,2","5950,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,4","7,9","7,1","7,5","8,3","8,2","7,9","8,3",10,0,-17,0,7,0,4,3,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:34:49.237,7
335,urn:ngsi-v2:DSX:002,DSX,1647337068609,/,,85626abc-231d-49c1-b46a-9268bb96e74c,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14723,6","16002,4","17638,1","17287,8","9241,2","5629,6","3967,0","5952,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,4","8,0","7,2","7,5","8,4","8,2","7,9","8,3",9,-1,-17,-1,7,-2,5,4,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:37:48.609,4
1033,urn:ngsi-v2:DSX:002,DSX,1647337073573,/,,85626abc-231d-49c1-b46a-9268bb96e74c,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14728,3","16005,6","17634,7","17285,9","9236,6","5632,6","3964,6","5951,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,4","8,0","7,2","7,5","8,4","8,2","7,9","8,3",10,0,-18,-1,6,-1,5,4,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:37:53.573,5
47,urn:ngsi-v2:DSX:002,DSX,1647337207416,/,,8ff572ec-f9c9-4ccd-944e-2dcbce20e4e0,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14728,0","16007,8","17634,2","17288,0","9240,4","5627,3","3965,5","5948,6",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,5","8,0","7,2","7,5","8,4","8,3","7,9","8,4",10,0,-18,0,7,-2,5,3,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:40:07.416,5
49,urn:ngsi-v2:DSX:002,DSX,1647337212713,/,,8ff572ec-f9c9-4ccd-944e-2dcbce20e4e0,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14731,2","16006,6","17639,3","17287,4","9234,0","5624,2","3964,4","5951,0",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,5","8,0","7,2","7,5","8,4","8,3","7,9","8,4",11,0,-17,-1,6,-3,5,4,"11,3 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:40:12.713,5
606,urn:ngsi-v2:DSX:002,DSX,1647337239828,/,,a78c75da-1785-46a9-a2ac-a98d4f5aaadd,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14728,8","16007,2","17634,3","17289,5","9245,4","5628,4","3961,7","5950,1",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,5","8,0","7,2","7,5","8,4","8,3","7,9","8,4",10,0,-18,0,8,-2,4,3,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:40:39.828,5
608,urn:ngsi-v2:DSX:002,DSX,1647337244772,/,,a78c75da-1785-46a9-a2ac-a98d4f5aaadd,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14729,1","16009,4","17633,9","17290,8","9242,9","5626,3","3962,1","5950,7",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,5","8,0","7,2","7,5","8,4","8,3","7,9","8,4",11,1,-18,0,7,-2,4,3,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:40:44.772,6
334,urn:ngsi-v2:DSX:002,DSX,1647337260658,/,,38f0c9cd-a3d0-49ff-97ba-ea45fee1a53b,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14730,9","16004,6","17633,8","17289,2","9233,7","5629,4","3964,3","5950,4",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,5","8,0","7,2","7,5","8,4","8,3","7,9","8,4",11,0,-18,0,6,-2,5,3,"11,3 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:41:00.658,5
333,urn:ngsi-v2:DSX:002,DSX,1647337274293,/,,bf655f9f-c5d8-4711-8242-2eb853c24c0a,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14727,6","16004,5","17633,5","17289,6","9235,3","5626,5","3965,8","5952,8",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,5","8,0","7,2","7,5","8,4","8,3","8,0","8,4",10,0,-18,0,6,-2,5,4,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:41:14.293,5
52,urn:ngsi-v2:DSX:002,DSX,1647337279615,/,,bf655f9f-c5d8-4711-8242-2eb853c24c0a,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14728,4","16007,5","17632,0","17283,9","9230,9","5631,9","3963,9","5951,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,5","8,0","7,2","7,5","8,4","8,3","8,0","8,4",10,0,-18,-1,5,-1,4,4,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:41:19.615,3
614,urn:ngsi-v2:DSX:002,DSX,1647337283590,/,,502e346d-d47e-4fa4-9500-634df58010f8,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14728,8","16008,0","17631,4","17288,4","9235,6","5626,6","3965,2","5952,2",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,5","8,0","7,2","7,5","8,4","8,3","8,0","8,4",10,0,-19,0,6,-2,5,4,"11,4 5,0","11,3 5,0","11,3 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:41:23.590,4
332,urn:ngsi-v2:DSX:002,DSX,1647337408004,/,,43c4e1cf-30da-4f5b-865a-2a58851c0dd7,"0,999740 0,999950","1,00043 0,999280","1,00171 1,00068","0,999310 0,999670","0,997420 1,00074","1,00154 1,00078","1,00037 0,999340","0,998950 0,999210",,,,,,,,,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,491001 1.2,"14727,3","16004,8","17629,0","17285,9","9233,3","5627,7","3964,9","5955,7",03180010-0006 03180010-0006,03180009-0006 03180009-0006,03180005-0006 03180005-0006,03180006-0006 03180006-0006,03180008-0006 03180008-0006,03180007-0006 03180007-0006,03180012-0006 03180012-0006,03180011-0006 03180011-0006,"8,5","8,1","7,3","7,6","8,5","8,3","8,0","8,4",10,0,-19,-1,6,-2,5,4,"11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0","11,4 5,0","11,4 5,0","11,3 5,0",2022-03-15 09:43:28.004,3
